<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20110921;212000;149970.00000;150075.00000;149905.00000;150025.00000;1585
20110921;212500;150025.00000;150070.00000;149890.00000;149995.00000;1990
20110921;213000;149980.00000;150040.00000;149835.00000;149900.00000;2749
20110921;213500;149925.00000;150000.00000;149830.00000;149925.00000;2039
20110921;214000;149925.00000;149985.00000;149830.00000;149855.00000;1984
20110921;214500;149850.00000;149945.00000;149795.00000;149860.00000;2076
20110921;215000;149850.00000;149955.00000;149815.00000;149925.00000;1390
20110921;215500;149905.00000;149965.00000;149860.00000;149880.00000;1181
20110921;220000;149880.00000;149990.00000;149840.00000;149965.00000;1958
20110921;220500;149990.00000;150000.00000;149805.00000;149885.00000;2491
20110921;221000;149880.00000;149995.00000;149700.00000;149945.00000;4565
20110921;221500;149945.00000;150430.00000;149945.00000;150325.00000;10092
20110921;222000;150315.00000;151490.00000;149365.00000;149965.00000;42912
20110921;222500;149970.00000;150090.00000;148450.00000;149375.00000;36643
20110921;223000;149370.00000;149670.00000;148815.00000;149005.00000;22071
20110921;223500;149005.00000;149015.00000;147655.00000;148120.00000;33482
20110921;224000;148105.00000;148425.00000;147900.00000;148140.00000;15847
20110921;224500;148135.00000;148470.00000;148050.00000;148410.00000;8867
20110921;225000;148405.00000;148540.00000;148250.00000;148275.00000;8055
20110921;225500;148270.00000;148280.00000;147840.00000;147840.00000;8992
20110921;230000;147835.00000;148200.00000;147135.00000;148175.00000;21950
20110921;230500;148175.00000;148450.00000;147905.00000;148170.00000;12279
20110921;231000;148165.00000;148625.00000;148065.00000;148375.00000;10515
20110921;231500;148365.00000;148500.00000;147955.00000;148070.00000;7684
20110921;232000;148055.00000;148230.00000;147405.00000;147690.00000;9947
20110921;232500;147670.00000;147730.00000;147300.00000;147575.00000;7263
20110921;233000;147580.00000;147745.00000;146700.00000;146755.00000;10490
20110921;233500;146740.00000;146765.00000;146125.00000;146290.00000;13132
20110921;234000;146260.00000;146375.00000;145925.00000;146245.00000;10258
20110921;234500;146250.00000;146575.00000;146100.00000;146100.00000;8809
20110922;100000;146005.00000;146005.00000;142720.00000;144035.00000;38686
20110922;100500;144030.00000;144250.00000;143700.00000;144015.00000;18634
20110922;101000;144005.00000;144045.00000;143370.00000;143475.00000;19783
20110922;101500;143475.00000;143760.00000;143320.00000;143690.00000;14642
20110922;102000;143675.00000;144135.00000;143630.00000;143690.00000;17640
20110922;102500;143680.00000;143815.00000;143350.00000;143425.00000;16687
20110922;103000;143400.00000;143545.00000;143165.00000;143545.00000;15725
20110922;103500;143540.00000;143735.00000;143485.00000;143690.00000;8919
20110922;104000;143700.00000;143760.00000;143500.00000;143660.00000;6886
20110922;104500;143655.00000;143725.00000;143550.00000;143570.00000;4165
20110922;105000;143590.00000;143615.00000;143355.00000;143370.00000;5787
20110922;105500;143365.00000;143590.00000;143265.00000;143295.00000;14253
20110922;110000;143290.00000;143450.00000;142765.00000;142800.00000;33686
20110922;110500;142815.00000;143245.00000;142605.00000;143215.00000;31196
20110922;111000;143220.00000;143415.00000;143125.00000;143150.00000;13615
20110922;111500;143135.00000;143550.00000;143000.00000;143285.00000;11415
20110922;112000;143285.00000;143745.00000;143255.00000;143655.00000;13193
20110922;112500;143660.00000;143700.00000;143400.00000;143450.00000;7905
20110922;113000;143460.00000;143800.00000;143340.00000;143425.00000;14070
20110922;113500;143420.00000;143435.00000;142820.00000;142900.00000;18785
20110922;114000;142900.00000;143275.00000;142870.00000;143150.00000;11839
20110922;114500;143155.00000;143265.00000;142915.00000;143080.00000;10231
20110922;115000;143075.00000;143100.00000;142615.00000;143035.00000;16732
20110922;115500;143030.00000;143095.00000;142465.00000;142655.00000;15778
20110922;120000;142655.00000;142675.00000;142115.00000;142330.00000;27210
20110922;120500;142305.00000;142350.00000;142035.00000;142125.00000;26982
20110922;121000;142110.00000;142750.00000;142065.00000;142645.00000;17778
20110922;121500;142645.00000;142915.00000;142535.00000;142735.00000;12806
20110922;122000;142740.00000;142890.00000;142650.00000;142760.00000;7364
20110922;122500;142770.00000;142900.00000;142510.00000;142605.00000;8920
20110922;123000;142560.00000;142685.00000;142355.00000;142515.00000;9745
20110922;123500;142515.00000;142525.00000;142090.00000;142175.00000;16698
20110922;124000;142175.00000;142375.00000;142125.00000;142210.00000;7113
20110922;124500;142215.00000;142470.00000;142210.00000;142380.00000;5545
20110922;125000;142370.00000;142540.00000;142300.00000;142460.00000;5216
20110922;125500;142455.00000;142525.00000;142320.00000;142330.00000;4899
20110922;130000;142345.00000;142355.00000;142115.00000;142210.00000;9709
20110922;130500;142225.00000;142295.00000;142035.00000;142035.00000;17045
20110922;131000;142035.00000;142095.00000;142035.00000;142035.00000;5824
20110922;131500;142035.00000;142035.00000;142035.00000;142035.00000;352
20110922;132000;142035.00000;142035.00000;142035.00000;142035.00000;125
20110922;132500;142035.00000;142035.00000;142035.00000;142035.00000;121
20110922;133000;141805.00000;141805.00000;140375.00000;140535.00000;27357
20110922;133500;140530.00000;140750.00000;139815.00000;140725.00000;21954
20110922;134000;140725.00000;141420.00000;140565.00000;141025.00000;18924
20110922;134500;141030.00000;141330.00000;140870.00000;140965.00000;11578
20110922;135000;140955.00000;141090.00000;140820.00000;140890.00000;9857
20110922;135500;140875.00000;140915.00000;140645.00000;140730.00000;6758
20110922;140000;140760.00000;141135.00000;140710.00000;141040.00000;3534
20110922;140500;141050.00000;141085.00000;140680.00000;140700.00000;6710
20110922;141000;140700.00000;140980.00000;140550.00000;140880.00000;7724
20110922;141500;140890.00000;140910.00000;140300.00000;140300.00000;14936
20110922;142000;140320.00000;140540.00000;140230.00000;140285.00000;14248
20110922;142500;140285.00000;140370.00000;139645.00000;139765.00000;16776
20110922;143000;139765.00000;140240.00000;139735.00000;139745.00000;12603
20110922;143500;139725.00000;139745.00000;138365.00000;138400.00000;29336
20110922;144000;138400.00000;138500.00000;137730.00000;138085.00000;35533
20110922;144500;138085.00000;138460.00000;137955.00000;138435.00000;13365
20110922;145000;138435.00000;138460.00000;138015.00000;138015.00000;8637
20110922;145500;138025.00000;138075.00000;137265.00000;137475.00000;22151
20110922;150000;137480.00000;137845.00000;136780.00000;137220.00000;33058
20110922;150500;137225.00000;137280.00000;136605.00000;136610.00000;17745
20110922;151000;136615.00000;137060.00000;136140.00000;136910.00000;26587
20110922;151500;136910.00000;137000.00000;136270.00000;136395.00000;19997
20110922;152000;136405.00000;137085.00000;136215.00000;137015.00000;13938
20110922;152500;137010.00000;137490.00000;136800.00000;137470.00000;11022
20110922;153000;137470.00000;137810.00000;137160.00000;137685.00000;18114
20110922;153500;137685.00000;137980.00000;137680.00000;137900.00000;13519
20110922;154000;137900.00000;137995.00000;137440.00000;137590.00000;13057
20110922;154500;137590.00000;137950.00000;137300.00000;137400.00000;11365
20110922;155000;137405.00000;137675.00000;137250.00000;137455.00000;8213
20110922;155500;137415.00000;137740.00000;137275.00000;137690.00000;11478
20110922;160000;137690.00000;138050.00000;137685.00000;137895.00000;14112
20110922;160500;137865.00000;138240.00000;137610.00000;138185.00000;8246
20110922;161000;138210.00000;138260.00000;137650.00000;137650.00000;9977
20110922;161500;137650.00000;137755.00000;137060.00000;137175.00000;18291
20110922;162000;137180.00000;137215.00000;136645.00000;136805.00000;19014
20110922;162500;136805.00000;136960.00000;136570.00000;136915.00000;9300
20110922;163000;136935.00000;137235.00000;136625.00000;136830.00000;18052
20110922;163500;136825.00000;136845.00000;136030.00000;136270.00000;21285
20110922;164000;136245.00000;136575.00000;135530.00000;135665.00000;24940
20110922;164500;135655.00000;136200.00000;135395.00000;135615.00000;25995
20110922;165000;135620.00000;135685.00000;134730.00000;134745.00000;26032
20110922;165500;134745.00000;135380.00000;134540.00000;135290.00000;19501
20110922;170000;135285.00000;135710.00000;135175.00000;135620.00000;13525
20110922;170500;135620.00000;136000.00000;135425.00000;135935.00000;14433
20110922;171000;135935.00000;135965.00000;135420.00000;135575.00000;11302
20110922;171500;135595.00000;136480.00000;135555.00000;136190.00000;21003
20110922;172000;136195.00000;136620.00000;136150.00000;136515.00000;13696
20110922;172500;136515.00000;136585.00000;136235.00000;136275.00000;9143
20110922;173000;136275.00000;136850.00000;135830.00000;135940.00000;21665
20110922;173500;135920.00000;136760.00000;135865.00000;136715.00000;19146
20110922;174000;136715.00000;136940.00000;136120.00000;136120.00000;21721
20110922;174500;136120.00000;136160.00000;135295.00000;135300.00000;17229
20110922;175000;135300.00000;135500.00000;134900.00000;135300.00000;22266
20110922;175500;135295.00000;135300.00000;134570.00000;134600.00000;15562
20110922;180000;134615.00000;135845.00000;134615.00000;135810.00000;23345
20110922;180500;135810.00000;135850.00000;135395.00000;135395.00000;17526
20110922;181000;135395.00000;135795.00000;135305.00000;135570.00000;13889
20110922;181500;135570.00000;135765.00000;135070.00000;135755.00000;17527
20110922;182000;135765.00000;136405.00000;135735.00000;135890.00000;24327
20110922;182500;135860.00000;135890.00000;134940.00000;135050.00000;23631
20110922;183000;135045.00000;135460.00000;134635.00000;135275.00000;20188
20110922;183500;135285.00000;135390.00000;134550.00000;134755.00000;21789
20110922;184000;134755.00000;135090.00000;134550.00000;135075.00000;27047
20110922;190000;134540.00000;134825.00000;133570.00000;134630.00000;11109
20110922;190500;134620.00000;134855.00000;134095.00000;134095.00000;8218
20110922;191000;134095.00000;134375.00000;133180.00000;133360.00000;19443
20110922;191500;133360.00000;133645.00000;133245.00000;133390.00000;10229
20110922;192000;133385.00000;133650.00000;132915.00000;133450.00000;13579
20110922;192500;133465.00000;133545.00000;132415.00000;132685.00000;11254
20110922;193000;132680.00000;133450.00000;132615.00000;133075.00000;10974
20110922;193500;133060.00000;133315.00000;132900.00000;132980.00000;7957
20110922;194000;132985.00000;132995.00000;132575.00000;132970.00000;6164
20110922;194500;132975.00000;133030.00000;132140.00000;132200.00000;9698
20110922;195000;132195.00000;132400.00000;131045.00000;131045.00000;13981
20110922;195500;131045.00000;131225.00000;130045.00000;130070.00000;18776
20110922;200000;130065.00000;130875.00000;129840.00000;129875.00000;13107
20110922;200500;129870.00000;130100.00000;129460.00000;129630.00000;12335
20110922;201000;129630.00000;129960.00000;129150.00000;129440.00000;10251
20110922;201500;129440.00000;129480.00000;125200.00000;128030.00000;26375
20110922;202000;128030.00000;128890.00000;127015.00000;127930.00000;19603
20110922;202500;127915.00000;128850.00000;127605.00000;128600.00000;13165
20110922;203000;128600.00000;128870.00000;128255.00000;128695.00000;11848
20110922;203500;128675.00000;130430.00000;128620.00000;130345.00000;23238
20110922;204000;130315.00000;131180.00000;130275.00000;130775.00000;16920
20110922;204500;130780.00000;131110.00000;130415.00000;131075.00000;10724
20110922;205000;131075.00000;131345.00000;130470.00000;130855.00000;9538
20110922;205500;130855.00000;131030.00000;130445.00000;130665.00000;9456
20110922;210000;130680.00000;131000.00000;130200.00000;130350.00000;8480
20110922;210500;130380.00000;130575.00000;128810.00000;128870.00000;12861
20110922;211000;128870.00000;129735.00000;128800.00000;129570.00000;9912
20110922;211500;129570.00000;129635.00000;129205.00000;129315.00000;6007
20110922;212000;129320.00000;129380.00000;128700.00000;128750.00000;8038
20110922;212500;128750.00000;129385.00000;128595.00000;129170.00000;8261
20110922;213000;129160.00000;129375.00000;128965.00000;129170.00000;7092
20110922;213500;129170.00000;129230.00000;128600.00000;128900.00000;7566
20110922;214000;128885.00000;129715.00000;128765.00000;129285.00000;8905
20110922;214500;129310.00000;129365.00000;128660.00000;128945.00000;7215
20110922;215000;128950.00000;129175.00000;128400.00000;128430.00000;7214
20110922;215500;128430.00000;128610.00000;127585.00000;127605.00000;10884
20110922;220000;127625.00000;128040.00000;127560.00000;127740.00000;8499
20110922;220500;127745.00000;128350.00000;127625.00000;128180.00000;8081
20110922;221000;128180.00000;128500.00000;127935.00000;128365.00000;6517
20110922;221500;128370.00000;128445.00000;127565.00000;127780.00000;7904
20110922;222000;127775.00000;130260.00000;127775.00000;129845.00000;19586
20110922;222500;129860.00000;130400.00000;129260.00000;129950.00000;20134
20110922;223000;129945.00000;130000.00000;128715.00000;129240.00000;14744
20110922;223500;129235.00000;129525.00000;128860.00000;129230.00000;9315
20110922;224000;129205.00000;129700.00000;129040.00000;129410.00000;9402
20110922;224500;129415.00000;129560.00000;129115.00000;129250.00000;6491
20110922;225000;129245.00000;129350.00000;128765.00000;129060.00000;5926
20110922;225500;129055.00000;129080.00000;128140.00000;128160.00000;5907
20110922;230000;128210.00000;128510.00000;128100.00000;128170.00000;6150
20110922;230500;128145.00000;128835.00000;128105.00000;128805.00000;6384
20110922;231000;128830.00000;129165.00000;128280.00000;128415.00000;5855
20110922;231500;128400.00000;128655.00000;128205.00000;128410.00000;6668
20110922;232000;128440.00000;128540.00000;127405.00000;127680.00000;10896
20110922;232500;127700.00000;128095.00000;127115.00000;128045.00000;10244
20110922;233000;128050.00000;128650.00000;128020.00000;128255.00000;10946
20110922;233500;128255.00000;128350.00000;127435.00000;128145.00000;9421
20110922;234000;128130.00000;128365.00000;127800.00000;128090.00000;9280
20110922;234500;128090.00000;128555.00000;127905.00000;128500.00000;11263
20110923;100000;128575.00000;132600.00000;128575.00000;132100.00000;37350
20110923;100500;132100.00000;132120.00000;131400.00000;131570.00000;23503
20110923;101000;131570.00000;131890.00000;130645.00000;130700.00000;17087
20110923;101500;130700.00000;131520.00000;129705.00000;129735.00000;21865
20110923;102000;129715.00000;130495.00000;129600.00000;130495.00000;23634
20110923;102500;130495.00000;131250.00000;130400.00000;131130.00000;16397
20110923;103000;131150.00000;132470.00000;130955.00000;132470.00000;39071
20110923;103500;132470.00000;132900.00000;132085.00000;132520.00000;18716
20110923;104000;132515.00000;132700.00000;132040.00000;132580.00000;17068
20110923;104500;132585.00000;133795.00000;132500.00000;133720.00000;25253
20110923;105000;133740.00000;134725.00000;133555.00000;134060.00000;41342
20110923;105500;134085.00000;134500.00000;133615.00000;134125.00000;19244
20110923;110000;134155.00000;134435.00000;133380.00000;133540.00000;22642
20110923;110500;133540.00000;133590.00000;132055.00000;132085.00000;29533
20110923;111000;132085.00000;132250.00000;131565.00000;132020.00000;26247
20110923;111500;132025.00000;132900.00000;131985.00000;132705.00000;26973
20110923;112000;132700.00000;132975.00000;132320.00000;132325.00000;17970
20110923;112500;132325.00000;132340.00000;131610.00000;131695.00000;21853
20110923;113000;131695.00000;131885.00000;130700.00000;130725.00000;27992
20110923;113500;130715.00000;132090.00000;130650.00000;131995.00000;23007
20110923;114000;131995.00000;132345.00000;131460.00000;131860.00000;25844
20110923;114500;131875.00000;132395.00000;131750.00000;132215.00000;18130
20110923;115000;132205.00000;132500.00000;131640.00000;131805.00000;16996
20110923;115500;131800.00000;131865.00000;131150.00000;131645.00000;20032
20110923;120000;131645.00000;132225.00000;131620.00000;132195.00000;17367
20110923;120500;132195.00000;132740.00000;131705.00000;131850.00000;21674
20110923;121000;131855.00000;132470.00000;131825.00000;132390.00000;13584
20110923;121500;132400.00000;132720.00000;132225.00000;132395.00000;11739
20110923;122000;132385.00000;132875.00000;132260.00000;132280.00000;11347
20110923;122500;132280.00000;133185.00000;132240.00000;133125.00000;17191
20110923;123000;133125.00000;133180.00000;132395.00000;132610.00000;13192
20110923;123500;132615.00000;133465.00000;132540.00000;133260.00000;14182
20110923;124000;133265.00000;133870.00000;133190.00000;133645.00000;15602
20110923;124500;133650.00000;133700.00000;133150.00000;133235.00000;10277
20110923;125000;133245.00000;133455.00000;132955.00000;133110.00000;8868
20110923;125500;133110.00000;133140.00000;132450.00000;132685.00000;9556
20110923;130000;132690.00000;132940.00000;132225.00000;132840.00000;12336
20110923;130500;132860.00000;133250.00000;132655.00000;133250.00000;10824
20110923;131000;133250.00000;133425.00000;132795.00000;133335.00000;15716
20110923;131500;133325.00000;133655.00000;133100.00000;133415.00000;18097
20110923;132000;133400.00000;133655.00000;133100.00000;133155.00000;12868
20110923;132500;133155.00000;133170.00000;132640.00000;132925.00000;8442
20110923;133000;132920.00000;132970.00000;132250.00000;132500.00000;11433
20110923;133500;132500.00000;132755.00000;132250.00000;132265.00000;7629
20110923;134000;132255.00000;132635.00000;132235.00000;132390.00000;6754
20110923;134500;132405.00000;132420.00000;132000.00000;132010.00000;8285
20110923;135000;132010.00000;132080.00000;131140.00000;131165.00000;16712
20110923;135500;131195.00000;131500.00000;130670.00000;130755.00000;20271
20110923;140000;130800.00000;131140.00000;130710.00000;130925.00000;6729
20110923;140500;130910.00000;130925.00000;130025.00000;130325.00000;23779
20110923;141000;130340.00000;130455.00000;129595.00000;129695.00000;18213
20110923;141500;129695.00000;129870.00000;129340.00000;129400.00000;18938
20110923;142000;129390.00000;129500.00000;127780.00000;127845.00000;26992
20110923;142500;127840.00000;128000.00000;125570.00000;126405.00000;45536
20110923;143000;126395.00000;127255.00000;125340.00000;125980.00000;35356
20110923;143500;125980.00000;126495.00000;124905.00000;125850.00000;51345
20110923;144000;125850.00000;126305.00000;124650.00000;126210.00000;31328
20110923;144500;126220.00000;128000.00000;125685.00000;125990.00000;45191
20110923;145000;125965.00000;126495.00000;125200.00000;125200.00000;22293
20110923;145500;125200.00000;127290.00000;125200.00000;127000.00000;26711
20110923;150000;126975.00000;128110.00000;126780.00000;127675.00000;32228
20110923;150500;127665.00000;128775.00000;127600.00000;128510.00000;28304
20110923;151000;128535.00000;128700.00000;127700.00000;127870.00000;14740
20110923;151500;127860.00000;128090.00000;127225.00000;127565.00000;15185
20110923;152000;127565.00000;127620.00000;126860.00000;127295.00000;13895
20110923;152500;127290.00000;127430.00000;126800.00000;126845.00000;9011
20110923;153000;126845.00000;127085.00000;126250.00000;126405.00000;10928
20110923;153500;126405.00000;126955.00000;126250.00000;126660.00000;10037
20110923;154000;126650.00000;127080.00000;126130.00000;126155.00000;10892
20110923;154500;126155.00000;126595.00000;125695.00000;126245.00000;17203
20110923;155000;126265.00000;126570.00000;125600.00000;125780.00000;13011
20110923;155500;125790.00000;126110.00000;125230.00000;125550.00000;18740
20110923;160000;125555.00000;125745.00000;124900.00000;125055.00000;19701
20110923;160500;125085.00000;125920.00000;124400.00000;125725.00000;26147
20110923;161000;125710.00000;126230.00000;125520.00000;125715.00000;19754
20110923;161500;125720.00000;126530.00000;125550.00000;126455.00000;17814
20110923;162000;126470.00000;127840.00000;126450.00000;127635.00000;23964
20110923;162500;127615.00000;129000.00000;127500.00000;129000.00000;36885
20110923;163000;129000.00000;129200.00000;128205.00000;128440.00000;26247
20110923;163500;128450.00000;128540.00000;127445.00000;127835.00000;19519
20110923;164000;127830.00000;128460.00000;127795.00000;128155.00000;15877
20110923;164500;128090.00000;128845.00000;128090.00000;128520.00000;16947
20110923;165000;128535.00000;129080.00000;128330.00000;128375.00000;16214
20110923;165500;128395.00000;128450.00000;127540.00000;127980.00000;16869
20110923;170000;127960.00000;129350.00000;127700.00000;129210.00000;24443
20110923;170500;129215.00000;130240.00000;129185.00000;129600.00000;30603
20110923;171000;129595.00000;130120.00000;129545.00000;129835.00000;25273
20110923;171500;129835.00000;130205.00000;129365.00000;129515.00000;21301
20110923;172000;129505.00000;129815.00000;129205.00000;129440.00000;12143
20110923;172500;129440.00000;130095.00000;129220.00000;129280.00000;11062
20110923;173000;129275.00000;129750.00000;127960.00000;129680.00000;34620
20110923;173500;129680.00000;130355.00000;129070.00000;129470.00000;36409
20110923;174000;129480.00000;130390.00000;129015.00000;130300.00000;30216
20110923;174500;130255.00000;130875.00000;130035.00000;130300.00000;32877
20110923;175000;130300.00000;131160.00000;129930.00000;130955.00000;26640
20110923;175500;130955.00000;131445.00000;130580.00000;130685.00000;27232
20110923;180000;130685.00000;131115.00000;130125.00000;130300.00000;21019
20110923;180500;130320.00000;130360.00000;129350.00000;129665.00000;25968
20110923;181000;129660.00000;130040.00000;129125.00000;129480.00000;25252
20110923;181500;129450.00000;129965.00000;128385.00000;128460.00000;22179
20110923;182000;128435.00000;128865.00000;127445.00000;127870.00000;28865
20110923;182500;127885.00000;129125.00000;127850.00000;129080.00000;25377
20110923;183000;129080.00000;129565.00000;128770.00000;128810.00000;19275
20110923;183500;128795.00000;129335.00000;128740.00000;129290.00000;17407
20110923;184000;129270.00000;129395.00000;128705.00000;129215.00000;15698
20110923;190000;129500.00000;130780.00000;129415.00000;129520.00000;8647
20110923;190500;129460.00000;131200.00000;129460.00000;130870.00000;13238
20110923;191000;130870.00000;131195.00000;130520.00000;130575.00000;10265
20110923;191500;130575.00000;130880.00000;130230.00000;130685.00000;7380
20110923;192000;130700.00000;130830.00000;130315.00000;130600.00000;8174
20110923;192500;130595.00000;130785.00000;130155.00000;130385.00000;7413
20110923;193000;130405.00000;130530.00000;130155.00000;130355.00000;5569
20110923;193500;130350.00000;130360.00000;129610.00000;129875.00000;7363
20110923;194000;129865.00000;130095.00000;129570.00000;129655.00000;4145
20110923;194500;129685.00000;129900.00000;129255.00000;129525.00000;6404
20110923;195000;129535.00000;129790.00000;129125.00000;129640.00000;4720
20110923;195500;129650.00000;129940.00000;129325.00000;129885.00000;5273
20110923;200000;129885.00000;130080.00000;129525.00000;129690.00000;4457
20110923;200500;129690.00000;130215.00000;129685.00000;130215.00000;4258
20110923;201000;130225.00000;130280.00000;129830.00000;129905.00000;2490
20110923;201500;129900.00000;130490.00000;129890.00000;130440.00000;4633
20110923;202000;130460.00000;130460.00000;129435.00000;129525.00000;4288
20110923;202500;129500.00000;129850.00000;129155.00000;129375.00000;4998
20110923;203000;129385.00000;129595.00000;129005.00000;129530.00000;5828
20110923;203500;129520.00000;129590.00000;129115.00000;129315.00000;2836
20110923;204000;129295.00000;129340.00000;128265.00000;128440.00000;7879
20110923;204500;128435.00000;130075.00000;128375.00000;129495.00000;14378
20110923;205000;129485.00000;130175.00000;129360.00000;129665.00000;7540
20110923;205500;129640.00000;129750.00000;128755.00000;128950.00000;8207
20110923;210000;128980.00000;129595.00000;128940.00000;129280.00000;6494
20110923;210500;129265.00000;129375.00000;128585.00000;128700.00000;6299
20110923;211000;128715.00000;129435.00000;128620.00000;129040.00000;6890
20110923;211500;129050.00000;129265.00000;128755.00000;128950.00000;5187
20110923;212000;128940.00000;129140.00000;128800.00000;129115.00000;3315
20110923;212500;129135.00000;129590.00000;129010.00000;129155.00000;4698
20110923;213000;129175.00000;129875.00000;129060.00000;129655.00000;12109
20110923;213500;129670.00000;129875.00000;129515.00000;129700.00000;4887
20110923;214000;129710.00000;130560.00000;129650.00000;130475.00000;6707
20110923;214500;130405.00000;130635.00000;130055.00000;130360.00000;5726
20110923;215000;130360.00000;130415.00000;130000.00000;130150.00000;5218
20110923;215500;130200.00000;130760.00000;130160.00000;130480.00000;4875
20110923;220000;130510.00000;131085.00000;130465.00000;130815.00000;4755
20110923;220500;130800.00000;130820.00000;130375.00000;130385.00000;4729
20110923;221000;130380.00000;130405.00000;129700.00000;129775.00000;4774
20110923;221500;129800.00000;130230.00000;129730.00000;129995.00000;3891
20110923;222000;129980.00000;130170.00000;129600.00000;129695.00000;3972
20110923;222500;129730.00000;129730.00000;129270.00000;129500.00000;5098
20110923;223000;129475.00000;129910.00000;129475.00000;129745.00000;3565
20110923;223500;129730.00000;130270.00000;129730.00000;130075.00000;3667
20110923;224000;130075.00000;130260.00000;129795.00000;129815.00000;2639
20110923;224500;129815.00000;130015.00000;129450.00000;129475.00000;3713
20110923;225000;129480.00000;129760.00000;129300.00000;129735.00000;3974
20110923;225500;129740.00000;129965.00000;129430.00000;129560.00000;3913
20110923;230000;129560.00000;129965.00000;129525.00000;129780.00000;4423
20110923;230500;129780.00000;129980.00000;129500.00000;129540.00000;5551
20110923;231000;129545.00000;130065.00000;129355.00000;129890.00000;4412
20110923;231500;129890.00000;130125.00000;129745.00000;129960.00000;4654
20110923;232000;129955.00000;130445.00000;129905.00000;130255.00000;4323
20110923;232500;130250.00000;130640.00000;130235.00000;130605.00000;4497
20110923;233000;130600.00000;130625.00000;130360.00000;130415.00000;3570
20110923;233500;130475.00000;130725.00000;130405.00000;130700.00000;5928
20110923;234000;130655.00000;130695.00000;130290.00000;130305.00000;4178
20110923;234500;130310.00000;130560.00000;130225.00000;130540.00000;4749
20110926;100000;130400.00000;130400.00000;123645.00000;124300.00000;41475
20110926;100500;124295.00000;125480.00000;124050.00000;125400.00000;20867
20110926;101000;125425.00000;125440.00000;124365.00000;124550.00000;14039
20110926;101500;124590.00000;124635.00000;122500.00000;123170.00000;29835
20110926;102000;123165.00000;123985.00000;123100.00000;123775.00000;15190
20110926;102500;123785.00000;124260.00000;123300.00000;123580.00000;19978
20110926;103000;123595.00000;124120.00000;123210.00000;123760.00000;15824
20110926;103500;123740.00000;123940.00000;122280.00000;122580.00000;23954
20110926;104000;122610.00000;123875.00000;122600.00000;123285.00000;17622
20110926;104500;123290.00000;123550.00000;122910.00000;123095.00000;13207
20110926;105000;123090.00000;123775.00000;123005.00000;123760.00000;9940
20110926;105500;123755.00000;124205.00000;123500.00000;124110.00000;14895
20110926;110000;124110.00000;124345.00000;123565.00000;123960.00000;18712
20110926;110500;123960.00000;123970.00000;123120.00000;123465.00000;20401
20110926;111000;123435.00000;124700.00000;123395.00000;124545.00000;22738
20110926;111500;124565.00000;126050.00000;124545.00000;125900.00000;26604
20110926;112000;125945.00000;126490.00000;125900.00000;126035.00000;21021
20110926;112500;126005.00000;127795.00000;125515.00000;127770.00000;43821
20110926;113000;127770.00000;128730.00000;127630.00000;128635.00000;32028
20110926;113500;128600.00000;129300.00000;128270.00000;128995.00000;30444
20110926;114000;128995.00000;129015.00000;127755.00000;127840.00000;29413
20110926;114500;127840.00000;128510.00000;127715.00000;127925.00000;21652
20110926;115000;127915.00000;128420.00000;127805.00000;127935.00000;18405
20110926;115500;127905.00000;128160.00000;127600.00000;128015.00000;20411
20110926;120000;128045.00000;128930.00000;127885.00000;128410.00000;27276
20110926;120500;128425.00000;128760.00000;127710.00000;128275.00000;22111
20110926;121000;128265.00000;128775.00000;128005.00000;128655.00000;16832
20110926;121500;128655.00000;129750.00000;128260.00000;129640.00000;23107
20110926;122000;129640.00000;130090.00000;129120.00000;129160.00000;22502
20110926;122500;129170.00000;129550.00000;128820.00000;129030.00000;11590
20110926;123000;129030.00000;129255.00000;128750.00000;129240.00000;10670
20110926;123500;129240.00000;129900.00000;128995.00000;129875.00000;14563
20110926;124000;129825.00000;130500.00000;129795.00000;130435.00000;29528
20110926;124500;130435.00000;130840.00000;130390.00000;130420.00000;19685
20110926;125000;130420.00000;131945.00000;130400.00000;131450.00000;29536
20110926;125500;131465.00000;132070.00000;131400.00000;131845.00000;28485
20110926;130000;131835.00000;131950.00000;131160.00000;131900.00000;23753
20110926;130500;131900.00000;132295.00000;131610.00000;132080.00000;20781
20110926;131000;132070.00000;132875.00000;132060.00000;132795.00000;27039
20110926;131500;132790.00000;132795.00000;131775.00000;132060.00000;20731
20110926;132000;132075.00000;132095.00000;131660.00000;131760.00000;12538
20110926;132500;131755.00000;131850.00000;131260.00000;131365.00000;11724
20110926;133000;131390.00000;131845.00000;131290.00000;131575.00000;11584
20110926;133500;131575.00000;131590.00000;130630.00000;130650.00000;17165
20110926;134000;130650.00000;131100.00000;130580.00000;131040.00000;11506
20110926;134500;131040.00000;131525.00000;131030.00000;131170.00000;10780
20110926;135000;131170.00000;131195.00000;130590.00000;130740.00000;9332
20110926;135500;130735.00000;131100.00000;130700.00000;131035.00000;5441
20110926;140000;131010.00000;131280.00000;130865.00000;131220.00000;4576
20110926;140500;131225.00000;131395.00000;130810.00000;131325.00000;8666
20110926;141000;131325.00000;131480.00000;130295.00000;130500.00000;15519
20110926;141500;130485.00000;130875.00000;130270.00000;130715.00000;10403
20110926;142000;130725.00000;130845.00000;130360.00000;130435.00000;7746
20110926;142500;130445.00000;131100.00000;130420.00000;131045.00000;8972
